

# memcopy, paged


#size,pinned , H2D(μs),H2D(GBs), D2H(μs),D2H(GBs), D2D(μs), D2D(GBs)
global-stride, 671088640, 0, 4, 10, 1.03925e-05, 0.00192446, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 5, 10, 1.08046e-05, 0.00231383, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 5, 10, 1.12656e-05, 0.00221915, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 5, 10, 1.09233e-05, 0.00228869, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 5, 10, 6.4884e-06, 0.00385303, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 10, 10, 9.7849e-06, 0.00510991, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 10, 10, 1.12656e-05, 0.00443829, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 10, 10, 1.10631e-05, 0.00451953, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 10, 10, 1.11678e-05, 0.00447716, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 20, 10, 6.202e-06, 0.0161238, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 20, 10, 1.45202e-05, 0.00688696, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 20, 10, 1.11328e-05, 0.00898247, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 20, 10, 1.0658e-05, 0.00938262, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 32, 10, 1.13844e-05, 0.0140543, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 32, 10, 1.10212e-05, 0.0145175, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 32, 10, 1.12935e-05, 0.0141674, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 32, 10, 1.12028e-05, 0.0142821, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 1, 20, 7.6548e-06, 0.00130637, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 1, 20, 7.082e-06, 0.00141203, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 1, 20, 1.11678e-05, 0.000895432, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 1, 20, 1.283e-05, 0.000779423, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 2, 20, 1.08745e-05, 0.00183917, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 2, 20, 1.12795e-05, 0.00177313, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 2, 20, 1.02878e-05, 0.00194405, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 2, 20, 1.09094e-05, 0.00183328, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 3, 20, 1.05742e-05, 0.00283709, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 3, 20, 1.07976e-05, 0.0027784, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 3, 20, 1.08605e-05, 0.0027623, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 3, 20, 1.0204e-05, 0.00294002, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 4, 20, 1.08535e-05, 0.00368545, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 4, 20, 1.25996e-05, 0.0031747, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 4, 20, 1.107e-05, 0.00361337, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 4, 20, 1.1049e-05, 0.00362024, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 5, 20, 1.53794e-05, 0.0032511, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 5, 20, 1.20897e-05, 0.00413575, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 5, 20, 1.14541e-05, 0.00436525, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 5, 20, 1.16287e-05, 0.00429971, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 10, 20, 1.11818e-05, 0.0089431, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 10, 20, 1.08605e-05, 0.00920768, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 10, 20, 1.11958e-05, 0.00893192, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 10, 20, 1.05183e-05, 0.00950724, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 20, 20, 1.23411e-05, 0.016206, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 20, 20, 1.07697e-05, 0.0185706, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 20, 20, 1.24459e-05, 0.0160695, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 20, 20, 9.1214e-06, 0.0219265, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 32, 20, 1.1098e-05, 0.028834, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 32, 20, 1.1517e-05, 0.027785, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 32, 20, 1.14402e-05, 0.0279715, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 32, 20, 8.3182e-06, 0.0384699, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 1, 30, 1.06929e-05, 0.0014028, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 1, 30, 1.05043e-05, 0.00142799, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 1, 30, 7.8014e-06, 0.00192273, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 1, 30, 1.14402e-05, 0.00131117, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 2, 30, 8.416e-06, 0.00356464, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 2, 30, 1.20269e-05, 0.00249441, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 2, 30, 1.14053e-05, 0.00263036, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 2, 30, 1.0651e-05, 0.00281664, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 3, 30, 1.26275e-05, 0.00356365, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 3, 30, 1.13145e-05, 0.0039772, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 3, 30, 1.13983e-05, 0.00394796, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 3, 30, 7.3265e-06, 0.00614209, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 4, 30, 9.0795e-06, 0.00660829, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 4, 30, 1.12795e-05, 0.00531938, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 4, 30, 1.67133e-05, 0.00358996, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 4, 30, 1.05881e-05, 0.00566674, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 5, 30, 1.0616e-05, 0.00706481, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 5, 30, 1.07348e-05, 0.00698662, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 5, 30, 7.4103e-06, 0.010121, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 5, 30, 1.11538e-05, 0.00672417, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 10, 30, 1.03297e-05, 0.0145212, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 10, 30, 9.3659e-06, 0.0160155, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 10, 30, 1.30535e-05, 0.0114912, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 10, 30, 1.08395e-05, 0.0138383, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 20, 30, 9.6592e-06, 0.0310585, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 20, 30, 1.11539e-05, 0.0268964, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 20, 30, 7.8782e-06, 0.0380798, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 20, 30, 1.07138e-05, 0.0280013, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 32, 30, 1.08465e-05, 0.0442539, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 32, 30, 1.05812e-05, 0.0453635, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 32, 30, 1.12796e-05, 0.0425547, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 32, 30, 7.8363e-06, 0.0612534, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 1, 50, 1.11259e-05, 0.00224701, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 1, 50, 1.92207e-05, 0.00130068, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 1, 50, 9.31e-06, 0.00268528, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 1, 50, 1.25507e-05, 0.00199192, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 2, 50, 9.5545e-06, 0.00523314, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 2, 50, 1.14681e-05, 0.00435992, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 2, 50, 1.09722e-05, 0.00455697, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 2, 50, 1.10561e-05, 0.00452239, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 3, 50, 6.5023e-06, 0.0115344, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 3, 50, 6.3277e-06, 0.0118526, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 3, 50, 1.53025e-05, 0.00490116, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 3, 50, 1.12097e-05, 0.00669063, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 4, 50, 1.25856e-05, 0.00794559, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 4, 50, 1.2851e-05, 0.0077815, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 4, 50, 1.09164e-05, 0.00916053, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 4, 50, 1.22504e-05, 0.008163, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 5, 50, 7.6967e-06, 0.0162407, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 5, 50, 6.8166e-06, 0.0183376, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 5, 50, 1.08326e-05, 0.0115392, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 5, 50, 1.08046e-05, 0.0115691, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 10, 50, 1.27044e-05, 0.0196782, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 10, 50, 7.3684e-06, 0.0339287, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 10, 50, 1.03507e-05, 0.024153, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 10, 50, 1.05112e-05, 0.0237842, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 20, 50, 1.07907e-05, 0.0463362, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 20, 50, 1.0672e-05, 0.0468516, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 20, 50, 1.30466e-05, 0.0383242, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 20, 50, 1.13075e-05, 0.0442184, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 32, 50, 1.13075e-05, 0.0707495, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 32, 50, 1.08675e-05, 0.073614, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 32, 50, 1.00084e-05, 0.0799329, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 32, 50, 8.905e-06, 0.0898372, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 1, 100, 7.5569e-06, 0.00661647, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 1, 100, 1.10282e-05, 0.00453383, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 1, 100, 1.08884e-05, 0.00459204, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 1, 100, 6.5722e-06, 0.0076078, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 2, 100, 1.05252e-05, 0.00950101, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 2, 100, 1.08396e-05, 0.00922543, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 2, 100, 1.03367e-05, 0.00967427, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 2, 100, 1.05392e-05, 0.00948839, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 3, 100, 1.03786e-05, 0.0144528, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 3, 100, 1.09304e-05, 0.0137232, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 3, 100, 1.06649e-05, 0.0140648, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 3, 100, 1.07278e-05, 0.0139824, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 4, 100, 1.19221e-05, 0.0167756, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 4, 100, 1.09093e-05, 0.018333, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 4, 100, 1.1119e-05, 0.0179872, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 671088640, 0, 4, 100, 1.13075e-05, 0.0176874, 
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
***
***ERROR*** 77 - an illegal memory access was encountered
***
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 268435456, 0, 5, 100, 1.18802e-05, 0.0210434, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 402653184, 0, 5, 100, 1.05951e-05, 0.0235958, 
#type, size, stride_offset, gDim, bDim, time(s), bandwidth(GB/s)
global-stride, 536870912, 0, 5, 100, 8.2134e-06, 0.0304381, 
